ItemID,ProviderID,ReservationID
572,532,453
305,731,454
887,558,454
429,779,455
989,770,455
655,836,456
993,663,457
505,135,457
701,553,458
886,178,458
534,149,459
511,686,460
963,230,460
224,533,461
238,743,461
848,661,462
840,928,463
803,122,463
328,773,464
315,321,465
709,835,466
166,267,466
171,418,467
364,407,467
903,967,468
571,784,468
895,157,469
721,715,470
804,932,471
227,632,472
619,417,472
823,821,473
221,750,473
746,193,474
76,359,475
365,710,476
69,646,477
741,925,478
519,137,478
678,347,479
496,978,479
78,471,480
461,722,480
241,398,481
789,164,481
622,332,482
953,397,483
132,258,484
81,225,484
793,447,485
705,73,485
108,695,486
373,137,487
463,717,487
438,493,488
309,916,489
191,890,489
943,752,490
527,541,490
756,409,491
403,768,491
840,928,492
584,949,493
995,406,494
411,641,494
124,451,495
1,239,496
552,642,496
835,339,497
497,685,498
683,562,499
345,939,499
364,407,500
655,836,501
862,41,501
121,819,502
661,21,502
43,758,503
950,970,503
335,730,504
114,909,504
51,292,505
884,898,506
16,955,507
704,90,508
119,524,508
303,315,509
490,710,509
63,874,510
475,820,511
551,122,511
986,970,512
63,874,512
642,863,513
108,695,514
211,619,514
91,192,515
655,836,516
137,52,516
79,914,517
46,176,517
203,69,518
839,339,519
395,961,519
940,387,520
971,240,520
445,700,521
156,33,522
635,675,523
537,445,523
780,249,524
599,12,525
280,129,525
439,180,526
993,663,526
404,677,527
976,645,528
332,197,528
339,777,529
772,789,530
185,535,531
486,634,531
682,653,532
61,203,532
105,888,533
824,410,534
654,831,534
345,939,535
913,105,536
263,695,537
286,570,537
783,839,538
391,405,539
227,632,540
27,52,541
7,760,542
316,372,543
795,340,544
665,954,544
888,131,545
540,214,546
208,285,547
4,580,548
886,178,548
526,844,549
548,325,549
69,646,550
297,985,551
203,69,552
706,749,552
508,844,553
418,395,553
934,422,554
847,264,554
281,578,555
68,799,555
116,707,556
495,183,557
392,981,558
892,611,559
641,987,560
512,116,561
130,334,562
927,684,562
752,797,563
4,580,563
155,226,564
8,191,565
679,495,566
164,129,567
343,654,568
140,676,569
361,616,569
718,791,570
157,501,570
794,549,571
113,317,572
118,963,573
344,911,574
895,157,575
14,320,575
191,890,576
691,627,577
288,145,577
720,533,578
407,148,579
716,563,580
327,63,581
502,393,582
241,398,582
715,318,583
611,508,584
463,717,585
169,446,586
747,468,587
54,113,588
848,661,589
339,777,589
2,450,590
636,337,590
287,533,591
922,361,592
734,464,593
523,337,593
587,899,594
109,384,594
564,640,595
57,889,595
29,905,596
814,92,597
420,180,597
881,480,598
823,821,598
704,90,599
592,302,599
21,974,600
742,688,601
254,322,602
328,773,603
657,791,603
426,94,604
825,870,604
394,234,605
907,926,605
240,604,606
187,284,607
570,711,607
237,704,608
992,430,609
866,23,610
985,354,610
241,398,611
841,54,611
712,186,612
487,720,613
93,897,613
177,162,614
497,685,614
745,780,615
356,984,616
754,506,617
618,769,618
292,226,619
815,919,619
298,688,620
776,502,621
121,819,622
660,948,622
82,141,623
541,551,624
151,969,625
327,63,625
658,771,626
93,897,626
846,680,627
178,670,627
785,780,628
651,363,629
763,691,630
546,986,630
146,235,631
377,575,631
860,747,632
480,386,633
147,643,634
486,634,634
685,208,635
616,606,635
364,407,636
367,396,637
616,606,637
890,297,638
676,438,639
530,784,639
111,127,640
222,234,641
318,812,642
420,180,642
221,750,643
59,54,643
289,123,644
959,705,644
49,226,645
793,447,646
976,645,646
515,840,647
77,828,647
480,386,648
915,247,649
658,771,650
151,969,651
903,967,652
637,270,652
91,192,653
968,490,653
866,23,654
174,959,655
621,863,655
310,871,656
146,235,656
380,610,657
919,153,658
840,928,659
39,867,660
754,506,661
346,225,661
911,631,662
870,423,662
811,651,663
574,320,664
363,208,665
736,457,665
224,533,666
519,137,667
21,974,667
76,359,668
448,402,669
839,339,670
838,484,671
577,297,671
508,844,672
265,379,672
123,453,673
181,253,674
345,939,674
757,129,675
710,696,675
465,102,676
574,320,677
302,167,678
470,358,679
805,55,679
598,937,680
184,706,680
579,907,681
161,720,682
365,710,682
780,249,683
487,720,683
493,72,684
119,524,685
887,558,686
438,493,686
640,843,687
58,743,687
232,359,688
47,635,688
275,145,689
816,626,689
789,164,690
659,949,691
308,376,692
866,23,692
403,768,693
963,230,694
636,337,695
52,427,695
2,450,696
900,289,696
640,843,697
955,734,698
294,439,698
479,713,699
246,464,700
223,929,701
335,730,701
796,501,702
799,262,703
924,954,704
681,148,705
92,667,706
709,835,707
526,844,707
684,580,708
590,609,709
68,799,709
708,107,710
393,535,710
886,178,711
386,419,712
985,354,712
237,704,713
598,937,713
694,387,714
44,304,715
513,207,716
910,996,717
240,604,718
644,334,718
787,78,719
532,419,720
127,259,721
279,314,721
629,614,722
709,835,723
210,992,723
921,274,724
862,41,724
33,230,725
463,717,725
466,634,726
321,191,727
298,688,727
793,447,728
804,932,728
497,685,729
955,734,730
728,701,730
516,247,731
674,742,731
562,258,732
28,58,732
797,926,733
502,393,733
957,256,734
715,318,734
800,627,735
89,419,736
574,320,737
591,697,738
456,831,738
955,734,739
74,915,739
256,769,740
66,642,741
996,241,742
57,889,743
760,919,743
595,76,744
864,210,744
399,982,745
386,419,745
110,573,746
998,471,746
974,48,747
688,350,747
593,373,748
842,15,748
686,368,749
580,387,749
900,289,750
401,59,751
538,493,752
95,973,752
683,562,753
750,897,754
978,944,755
132,258,755
756,409,756
880,589,756
647,95,757
60,376,757
358,529,758
339,777,759
238,743,759
317,712,760
904,15,761
293,367,762
840,928,763
706,749,764
766,803,765
420,180,765
118,963,766
572,532,766
26,945,767
203,69,767
678,347,768
905,783,768
47,635,769
143,797,769
444,11,770
932,702,771
851,224,771
218,601,772
389,268,773
126,343,774
24,938,775
687,454,776
521,246,777
630,108,777
488,743,778
133,442,778
858,493,779
380,610,780
103,771,780
681,148,781
178,670,781
603,295,782
418,395,783
219,22,784
549,637,785
786,440,786
145,39,787
728,701,787
18,555,788
961,495,788
441,924,789
91,192,789
283,117,790
52,427,791
265,379,792
78,471,792
404,677,793
556,278,793
866,23,794
818,389,795
159,913,796
496,978,796
586,275,797
709,835,797
880,589,798
813,811,798
816,626,799
731,740,800
395,961,801
186,599,802
914,716,802
774,804,803
461,722,804
258,985,804
519,137,805
377,575,806
420,180,806
32,538,807
889,784,808
597,828,809
774,804,810
721,715,810
26,945,811
229,631,811
605,106,812
916,527,812
355,936,813
218,601,814
277,67,814
487,720,815
61,203,816
492,770,816
403,768,817
487,720,817
910,996,818
745,780,819
566,434,819
949,913,820
192,561,821
46,176,821
386,419,822
716,563,822
959,705,823
504,606,824
456,831,824
264,360,825
108,695,825
874,412,826
307,226,826
896,334,827
201,628,827
310,871,828
956,977,829
736,457,829
628,364,830
90,695,831
567,935,832
183,407,833
311,843,834
849,204,835
983,981,836
150,338,836
918,514,837
265,379,838
514,352,838
70,865,839
369,178,840
617,785,840
170,709,841
59,54,841
395,961,842
322,791,842
176,643,843
903,967,844
81,225,844
767,571,845
645,523,846
563,666,846
476,127,847
37,732,848
670,194,848
585,402,849
469,749,850
5,569,850
915,247,851
912,255,852
440,629,853
951,577,854
242,866,854
543,906,855
520,594,856
521,246,857
704,90,857
702,891,858
155,226,859
202,290,859
993,663,860
187,284,860
365,710,861
195,988,862
611,508,863
795,340,863
518,729,864
101,224,865
999,982,865
25,778,866
216,861,867
877,602,868
464,85,868
276,917,869
69,646,870
299,347,871
804,932,872
793,447,872
65,56,873
418,395,873
543,906,874
183,407,875
696,10,876
805,55,876
42,259,877
475,820,878
330,704,878
708,107,879
629,614,879
119,524,880
775,498,881
631,691,882
420,180,883
839,339,884
702,891,884
742,688,885
733,77,886
160,647,887
307,226,888
101,224,889
273,206,889
566,434,890
996,241,891
34,516,891
803,122,892
348,903,893
30,645,894
930,351,894
202,290,895
628,364,896
973,49,896
860,747,897
598,937,897
63,874,898
41,459,899
337,406,899
209,855,900
18,555,900
897,86,901
138,245,901
458,741,902
85,747,902
600,443,903
530,784,903
549,637,904
900,289,904
61,203,905
456,831,906
433,410,907
181,253,907
55,595,908
627,807,908
752,797,909
638,838,909
912,255,910
695,927,911
315,321,911
252,30,912
482,995,912
773,920,913
662,930,913
633,69,914
848,661,914
564,640,915
170,709,915
827,19,916
948,440,916
726,519,917
619,417,918
148,404,918
315,321,919
461,722,920
570,711,921
550,666,921
43,758,922
230,508,923
53,925,924
28,58,924
455,88,925
403,768,926
41,459,926
185,535,927
336,528,928
62,980,928
569,688,929
695,927,930
450,543,930
7,760,931
529,342,932
666,168,932
199,696,933
797,926,933
964,343,934
254,322,935
442,1,935
855,922,936
961,495,936
256,769,937
60,376,938
730,134,939
639,106,940
948,440,941
362,250,941
364,407,942
679,495,942
256,769,943
112,414,944
11,947,945
229,631,946
24,938,946
385,476,947
992,430,948
513,207,949
118,963,949
22,855,950
21,974,951
138,245,951
784,15,952
172,859,952
663,48,953
449,76,953
988,710,954
799,262,954
444,11,955
877,602,956
545,338,957
729,721,957
799,262,958
249,113,958
116,707,959
718,791,959
990,290,960
195,988,961
925,16,961
575,358,962
367,396,962
298,688,963
306,58,964
147,643,965
879,583,966
459,255,967
390,48,967
678,347,968
395,961,969
243,135,970
420,180,971
801,211,972
761,167,973
819,876,974
3,896,974
318,812,975
966,734,976
888,131,976
801,211,977
775,498,977
345,939,978
527,541,979
969,157,979
962,422,980
709,835,980
538,493,981
402,406,982
359,918,983
804,932,984
146,235,984
45,920,985
313,937,986
96,700,986
480,386,987
560,81,988
630,108,989
182,100,990
86,426,991
410,598,991
238,743,992
114,909,992
636,337,993
343,654,993
62,980,994
535,484,995
272,514,995
779,455,996
825,870,997
35,141,998
894,174,998
645,523,999
883,777,1000
173,430,1001
890,297,1002
775,498,1003
364,407,1004
805,55,1005
817,547,1005
786,440,1006
157,501,1006
537,445,1007
832,14,1008
319,893,1008
519,137,1009
585,402,1009
781,636,1010
585,402,1011
944,315,1011
720,533,1012
171,418,1013
48,334,1014
577,297,1014
223,929,1015
677,383,1016
943,752,1016
724,756,1017
676,438,1017
221,750,1018
714,584,1019
274,303,1019
827,19,1020
312,352,1021
325,815,1022
24,938,1023
582,73,1023
136,462,1024
884,898,1024
63,874,1025
414,762,1026
818,389,1026
352,443,1027
415,537,1028
114,909,1029
690,769,1030
850,528,1031
298,688,1031
762,849,1032
687,454,1032
686,368,1033
718,791,1033
720,533,1034
587,899,1035
799,262,1035
205,137,1036
303,315,1036
356,984,1037
82,141,1038
835,339,1039
955,734,1040
513,207,1040
852,139,1041
877,602,1042
694,387,1042
466,634,1043
824,410,1043
829,940,1044
264,360,1044
173,430,1045
226,76,1045
380,610,1046
772,789,1046
129,239,1047
597,828,1047
374,600,1048
4,580,1048
840,928,1049
374,600,1049
288,145,1050
102,824,1051
532,419,1052
659,949,1053
887,558,1053
333,947,1054
11,947,1055
807,223,1055
177,162,1056
297,985,1057
409,481,1058
172,859,1058
164,129,1059
376,227,1059
567,935,1060
230,508,1060
282,941,1061
814,92,1061
734,464,1062
620,338,1062
466,634,1063
192,561,1063
213,651,1064
308,376,1064
832,14,1065
927,684,1065
677,383,1066
9,539,1066
159,913,1067
701,553,1068
624,107,1069
965,789,1070
163,53,1070
701,553,1071
468,477,1071
555,640,1072
388,138,1073
82,141,1073
902,234,1074
639,106,1075
26,945,1075
43,758,1076
429,779,1076
55,595,1077
883,777,1078
225,256,1078
118,963,1079
11,947,1079
847,264,1080
736,457,1081
109,384,1082
53,925,1083
816,626,1084
251,806,1085
399,982,1086
253,660,1087
528,668,1088
306,58,1088
437,277,1089
427,683,1089
495,183,1090
206,54,1090
753,467,1091
525,833,1091
891,2,1092
702,891,1093
246,464,1093
188,137,1094
918,514,1095
615,515,1096
261,903,1097
716,563,1098
34,516,1099
933,980,1099
430,207,1100
585,402,1100
275,145,1101
423,599,1102
716,563,1103
751,57,1103
264,360,1104
742,688,1104
771,601,1105
632,771,1105
310,871,1106
141,786,1106
733,77,1107
15,552,1108
454,522,1109
15,552,1109
975,973,1110
214,523,1111
649,354,1111
235,228,1112
420,180,1113
887,558,1114
97,806,1115
648,831,1115
106,710,1116
34,516,1116
21,974,1117
693,683,1117
284,140,1118
953,397,1118
268,194,1119
779,455,1119
235,228,1120
545,338,1120
145,39,1121
40,908,1122
68,799,1122
746,193,1123
263,695,1123
586,275,1124
47,635,1124
650,727,1125
506,216,1125
334,120,1126
341,932,1127
113,317,1128
442,1,1128
108,695,1129
928,139,1130
947,775,1131
366,155,1131
783,839,1132
424,10,1133
106,710,1134
195,988,1135
626,958,1135
699,930,1136
977,759,1137
942,430,1138
25,778,1138
988,710,1139
727,641,1139
731,740,1140
725,1,1140
786,440,1141
516,247,1141
794,549,1142
629,614,1143
860,747,1143
207,401,1144
955,734,1145
901,872,1146
903,967,1147
495,183,1148
797,926,1149
657,791,1149
795,340,1150
720,533,1151
707,550,1152
860,747,1153
92,667,1154
24,938,1155
626,958,1155
291,285,1156
603,295,1156
899,273,1157
474,666,1157
552,642,1158
212,454,1159
117,743,1160
63,874,1160
881,480,1161
447,197,1162
921,274,1163
581,903,1164
101,224,1164
218,601,1165
426,94,1165
59,54,1166
512,116,1167
29,905,1167
406,685,1168
893,892,1168
493,72,1169
7,760,1169
333,947,1170
868,405,1171
487,720,1172
482,995,1173
249,113,1174
977,759,1174
408,791,1175
731,740,1176
976,645,1176
548,325,1177
784,15,1177
62,980,1178
754,506,1179
132,258,1179
65,56,1180
420,180,1180
817,547,1181
240,604,1181
513,207,1182
381,804,1183
130,334,1183
426,94,1184
470,358,1184
721,715,1185
497,685,1185
625,444,1186
677,383,1186
330,704,1187
945,395,1188
910,996,1188
933,980,1189
434,41,1190
611,508,1191
918,514,1191
89,419,1192
213,651,1193
296,27,1193
987,71,1194
149,702,1195
786,440,1195
143,797,1196
435,196,1196
678,347,1197
967,19,1197
584,949,1198
969,157,1198
422,119,1199
529,342,1199
631,691,1200
806,209,1200
53,925,1201
572,532,1202
179,361,1202
410,598,1203
268,194,1204
782,962,1205
508,844,1206
278,621,1207
687,454,1207
298,688,1208
44,304,1209
216,861,1209
313,937,1210
3,896,1211
72,846,1212
75,927,1213
365,710,1214
497,685,1214
56,464,1215
72,846,1215
13,640,1216
520,594,1217
314,982,1217
517,357,1218
769,532,1219
355,936,1220
387,177,1220
701,553,1221
943,752,1222
237,704,1222
26,945,1223
964,343,1224
46,176,1225
809,338,1226
202,290,1227
666,168,1228
278,621,1229
53,925,1229
383,809,1230
84,948,1231
239,416,1231
784,15,1232
988,710,1233
930,351,1233
498,677,1234
165,954,1234
566,434,1235
76,359,1235
816,626,1236
611,508,1237
932,702,1238
666,168,1238
656,239,1239
852,139,1239
238,743,1240
843,966,1240
937,136,1241
88,155,1241
673,711,1242
962,422,1242
581,903,1243
390,48,1243
689,500,1244
444,11,1245
64,426,1245
722,429,1246
446,136,1246
273,206,1247
497,685,1247
151,969,1248
215,804,1249
297,985,1249
658,771,1250
839,339,1250
269,140,1251
304,571,1252
608,964,1252
350,695,1253
110,573,1253
857,827,1254
502,393,1254
26,945,1255
863,204,1256
522,299,1256
152,384,1257
657,791,1258
599,12,1258
652,53,1259
244,893,1259
54,113,1260
445,700,1260
994,406,1261
73,696,1262
857,827,1263
919,153,1263
839,339,1264
768,90,1265
630,108,1266
639,106,1267
182,100,1267
568,813,1268
990,290,1268
909,281,1269
184,706,1270
640,843,1271
740,984,1271
844,953,1272
575,358,1272
915,247,1273
326,32,1274
120,586,1274
438,493,1275
713,647,1276
846,680,1277
355,936,1278
94,982,1278
670,194,1279
97,806,1279
528,668,1280
956,977,1281
169,446,1282
158,168,1283
630,108,1283
389,268,1284
524,574,1285
562,258,1285
837,105,1286
737,102,1287
897,86,1287
867,250,1288
49,226,1288
154,425,1289
35,141,1289
560,81,1290
558,820,1290
910,996,1291
149,702,1292
390,48,1292
698,546,1293
616,606,1293
755,524,1294
822,332,1295
94,982,1296
364,407,1296
591,697,1297
292,226,1297
628,364,1298
854,971,1299
528,668,1299
906,141,1300
80,173,1300
610,815,1301
651,363,1302
547,832,1303
7,760,1303
912,255,1304
402,406,1304
102,824,1305
950,970,1305
261,903,1306
367,396,1306
674,742,1307
108,695,1308
941,323,1308
54,113,1309
28,58,1309
221,750,1310
322,791,1311
71,801,1311
190,566,1312
65,56,1313
208,285,1314
370,146,1314
404,677,1315
618,769,1315
246,464,1316
318,812,1317
662,930,1317
187,284,1318
874,412,1318
608,964,1319
561,241,1319
392,981,1320
557,105,1320
182,100,1321
831,798,1321
736,457,1322
133,442,1323
214,523,1324
785,780,1324
836,32,1325
258,985,1325
268,194,1326
38,691,1327
654,831,1328
183,407,1329
406,685,1329
936,347,1330
239,416,1330
198,249,1331
918,514,1331
334,120,1332
363,208,1333
94,982,1334
964,343,1335
663,48,1336
230,508,1336
556,278,1337
299,347,1338
227,632,1339
92,667,1339
791,909,1340
175,21,1341
625,444,1342
47,635,1342
460,586,1343
381,804,1343
718,791,1344
812,279,1344
447,197,1345
612,772,1345
477,831,1346
977,759,1347
354,74,1348
70,865,1349
658,771,1349
423,599,1350
845,231,1350
485,893,1351
521,246,1352
485,893,1353
843,966,1353
148,404,1354
115,126,1355
625,444,1355
501,600,1356
808,157,1357
88,155,1358
620,338,1358
552,642,1359
864,210,1359
833,173,1360
240,604,1361
57,889,1362
373,137,1363
354,74,1363
790,243,1364
407,148,1364
248,924,1365
352,443,1366
135,115,1366
5,569,1367
934,422,1368
943,752,1369
636,337,1370
445,700,1370
675,848,1371
468,477,1372
974,48,1372
35,141,1373
833,173,1374
547,832,1375
565,439,1376
798,476,1377
744,391,1377
708,107,1378
70,865,1378
187,284,1379
666,168,1379
560,81,1380
561,241,1380
227,632,1381
95,973,1382
564,640,1383
252,30,1383
310,871,1384
35,141,1384
142,195,1385
694,387,1385
658,771,1386
407,148,1386
22,855,1387
760,919,1387
25,778,1388
648,831,1388
406,685,1389
315,321,1389
934,422,1390
899,273,1391
51,292,1392
971,240,1393
11,947,1393
343,654,1394
701,553,1395
183,407,1395
957,256,1396
334,120,1396
784,15,1397
720,533,1398
254,322,1398
175,21,1399
157,501,1399
887,558,1400
337,406,1401
354,74,1402
522,299,1403
328,773,1404
884,898,1404
96,700,1405
201,628,1406
573,696,1407
273,206,1407
158,168,1408
63,874,1408
96,700,1409
537,445,1409
303,315,1410
283,117,1410
729,721,1411
775,498,1411
793,447,1412
275,145,1413
316,372,1414
752,797,1415
512,116,1415
192,561,1416
459,255,1416
787,78,1417
818,389,1418
925,16,1419
846,680,1420
111,127,1421
523,337,1422
681,148,1423
883,777,1424
469,749,1425
220,222,1426
542,112,1426
785,780,1427
661,21,1427
855,922,1428
177,162,1428
239,416,1429
87,449,1430
343,654,1431
899,273,1431
970,169,1432
902,234,1433
375,146,1433
656,239,1434
872,827,1434
243,135,1435
759,999,1435
450,543,1436
75,927,1437
50,495,1437
142,195,1438
811,651,1438
480,386,1439
675,848,1439
746,193,1440
428,494,1440
986,970,1441
658,771,1441
241,398,1442
156,33,1442
430,207,1443
28,58,1443
680,354,1444
488,743,1444
358,529,1445
908,563,1446
710,696,1447
98,128,1448
339,777,1449
738,933,1450
524,574,1451
848,661,1451
406,685,1452
338,979,1453
470,358,1454
654,831,1455
287,533,1456
672,358,1457
742,688,1457
665,954,1458
859,950,1458
385,476,1459
936,347,1460
262,497,1460
582,73,1461
697,467,1461
985,354,1462
312,352,1463
195,988,1463
776,502,1464
166,267,1465
457,450,1466
848,661,1467
952,292,1468
9,539,1469
689,500,1470
216,861,1471
191,890,1471
802,952,1472
309,916,1473
561,241,1474
296,27,1474
658,771,1475
13,640,1476
364,407,1477
222,234,1477
296,27,1478
281,578,1478
833,173,1479
953,397,1479
841,54,1480
512,116,1481
513,207,1482
506,216,1483
496,978,1484
283,117,1485
203,69,1486
479,713,1487
459,255,1487
700,40,1488
272,514,1489
294,439,1490
246,464,1490
393,535,1491
932,702,1491
654,831,1492
345,939,1493
585,402,1494
619,417,1494
817,547,1495
571,784,1495
573,696,1496
167,67,1496
358,529,1497
592,302,1497
374,600,1498
