ProviderID,ProviderName,ServiceType,Phone,Address,City
206,Provider206,Restaurant,500000206,Street 206,Tel Aviv
207,Provider207,Hotel,500000207,Street 207,Haifa
208,Provider208,Hotel,500000208,Street 208,Tel Aviv
209,Provider209,Cafe,500000209,Street 209,Ashdod
210,Provider210,Hotel,500000210,Street 210,Haifa
211,Provider211,Cafe,500000211,Street 211,Haifa
212,Provider212,Restaurant,500000212,Street 212,Jerusalem
213,Provider213,Cafe,500000213,Street 213,Tel Aviv
214,Provider214,Cafe,500000214,Street 214,Haifa
215,Provider215,Hotel,500000215,Street 215,Haifa
216,Provider216,Hotel,500000216,Street 216,Tel Aviv
217,Provider217,Cafe,500000217,Street 217,Ashdod
218,Provider218,Cafe,500000218,Street 218,Ashdod
219,Provider219,Hotel,500000219,Street 219,Haifa
220,Provider220,Restaurant,500000220,Street 220,Haifa
221,Provider221,Restaurant,500000221,Street 221,Eilat
222,Provider222,Restaurant,500000222,Street 222,Haifa
223,Provider223,Hotel,500000223,Street 223,Jerusalem
224,Provider224,Cafe,500000224,Street 224,Haifa
225,Provider225,Cafe,500000225,Street 225,Haifa
226,Provider226,Hotel,500000226,Street 226,Tel Aviv
227,Provider227,Cafe,500000227,Street 227,Tel Aviv
228,Provider228,Cafe,500000228,Street 228,Haifa
229,Provider229,Restaurant,500000229,Street 229,Eilat
230,Provider230,Cafe,500000230,Street 230,Jerusalem
231,Provider231,Restaurant,500000231,Street 231,Haifa
232,Provider232,Restaurant,500000232,Street 232,Haifa
233,Provider233,Cafe,500000233,Street 233,Jerusalem
234,Provider234,Cafe,500000234,Street 234,Tel Aviv
235,Provider235,Cafe,500000235,Street 235,Jerusalem
236,Provider236,Hotel,500000236,Street 236,Ashdod
237,Provider237,Cafe,500000237,Street 237,Ashdod
238,Provider238,Cafe,500000238,Street 238,Tel Aviv
239,Provider239,Restaurant,500000239,Street 239,Jerusalem
240,Provider240,Restaurant,500000240,Street 240,Ashdod
241,Provider241,Cafe,500000241,Street 241,Tel Aviv
242,Provider242,Restaurant,500000242,Street 242,Ashdod
243,Provider243,Cafe,500000243,Street 243,Jerusalem
244,Provider244,Hotel,500000244,Street 244,Jerusalem
245,Provider245,Cafe,500000245,Street 245,Ashdod
246,Provider246,Hotel,500000246,Street 246,Tel Aviv
247,Provider247,Cafe,500000247,Street 247,Ashdod
248,Provider248,Restaurant,500000248,Street 248,Jerusalem
249,Provider249,Restaurant,500000249,Street 249,Eilat
250,Provider250,Restaurant,500000250,Street 250,Ashdod
251,Provider251,Hotel,500000251,Street 251,Haifa
252,Provider252,Cafe,500000252,Street 252,Eilat
253,Provider253,Restaurant,500000253,Street 253,Jerusalem
254,Provider254,Hotel,500000254,Street 254,Jerusalem
255,Provider255,Hotel,500000255,Street 255,Tel Aviv
256,Provider256,Hotel,500000256,Street 256,Jerusalem
257,Provider257,Hotel,500000257,Street 257,Jerusalem
258,Provider258,Hotel,500000258,Street 258,Eilat
259,Provider259,Cafe,500000259,Street 259,Eilat
260,Provider260,Hotel,500000260,Street 260,Jerusalem
261,Provider261,Hotel,500000261,Street 261,Haifa
262,Provider262,Restaurant,500000262,Street 262,Eilat
263,Provider263,Hotel,500000263,Street 263,Eilat
264,Provider264,Hotel,500000264,Street 264,Haifa
265,Provider265,Hotel,500000265,Street 265,Ashdod
266,Provider266,Cafe,500000266,Street 266,Eilat
267,Provider267,Hotel,500000267,Street 267,Tel Aviv
268,Provider268,Cafe,500000268,Street 268,Jerusalem
269,Provider269,Restaurant,500000269,Street 269,Eilat
270,Provider270,Hotel,500000270,Street 270,Ashdod
271,Provider271,Hotel,500000271,Street 271,Jerusalem
272,Provider272,Cafe,500000272,Street 272,Eilat
273,Provider273,Cafe,500000273,Street 273,Haifa
274,Provider274,Hotel,500000274,Street 274,Eilat
275,Provider275,Hotel,500000275,Street 275,Haifa
276,Provider276,Hotel,500000276,Street 276,Tel Aviv
277,Provider277,Cafe,500000277,Street 277,Ashdod
278,Provider278,Hotel,500000278,Street 278,Ashdod
279,Provider279,Cafe,500000279,Street 279,Tel Aviv
280,Provider280,Restaurant,500000280,Street 280,Jerusalem
281,Provider281,Restaurant,500000281,Street 281,Haifa
282,Provider282,Restaurant,500000282,Street 282,Tel Aviv
283,Provider283,Restaurant,500000283,Street 283,Haifa
284,Provider284,Cafe,500000284,Street 284,Ashdod
285,Provider285,Restaurant,500000285,Street 285,Eilat
286,Provider286,Cafe,500000286,Street 286,Ashdod
287,Provider287,Restaurant,500000287,Street 287,Eilat
288,Provider288,Cafe,500000288,Street 288,Eilat
289,Provider289,Restaurant,500000289,Street 289,Haifa
290,Provider290,Hotel,500000290,Street 290,Tel Aviv
291,Provider291,Restaurant,500000291,Street 291,Eilat
292,Provider292,Restaurant,500000292,Street 292,Haifa
293,Provider293,Hotel,500000293,Street 293,Ashdod
294,Provider294,Cafe,500000294,Street 294,Tel Aviv
295,Provider295,Hotel,500000295,Street 295,Haifa
296,Provider296,Restaurant,500000296,Street 296,Eilat
297,Provider297,Restaurant,500000297,Street 297,Eilat
298,Provider298,Hotel,500000298,Street 298,Ashdod
299,Provider299,Hotel,500000299,Street 299,Ashdod
300,Provider300,Cafe,500000300,Street 300,Eilat
301,Provider301,Hotel,500000301,Street 301,Ashdod
302,Provider302,Cafe,500000302,Street 302,Ashdod
303,Provider303,Cafe,500000303,Street 303,Haifa
304,Provider304,Hotel,500000304,Street 304,Eilat
305,Provider305,Cafe,500000305,Street 305,Jerusalem
306,Provider306,Restaurant,500000306,Street 306,Jerusalem
307,Provider307,Hotel,500000307,Street 307,Eilat
308,Provider308,Hotel,500000308,Street 308,Haifa
309,Provider309,Cafe,500000309,Street 309,Eilat
310,Provider310,Restaurant,500000310,Street 310,Jerusalem
311,Provider311,Restaurant,500000311,Street 311,Jerusalem
312,Provider312,Cafe,500000312,Street 312,Jerusalem
313,Provider313,Hotel,500000313,Street 313,Tel Aviv
314,Provider314,Restaurant,500000314,Street 314,Haifa
315,Provider315,Restaurant,500000315,Street 315,Eilat
316,Provider316,Hotel,500000316,Street 316,Haifa
317,Provider317,Hotel,500000317,Street 317,Haifa
318,Provider318,Restaurant,500000318,Street 318,Eilat
319,Provider319,Cafe,500000319,Street 319,Jerusalem
320,Provider320,Hotel,500000320,Street 320,Eilat
321,Provider321,Cafe,500000321,Street 321,Tel Aviv
322,Provider322,Restaurant,500000322,Street 322,Eilat
323,Provider323,Cafe,500000323,Street 323,Ashdod
324,Provider324,Hotel,500000324,Street 324,Tel Aviv
325,Provider325,Hotel,500000325,Street 325,Eilat
326,Provider326,Cafe,500000326,Street 326,Tel Aviv
327,Provider327,Cafe,500000327,Street 327,Jerusalem
328,Provider328,Cafe,500000328,Street 328,Eilat
329,Provider329,Hotel,500000329,Street 329,Ashdod
330,Provider330,Hotel,500000330,Street 330,Haifa
331,Provider331,Cafe,500000331,Street 331,Haifa
332,Provider332,Cafe,500000332,Street 332,Eilat
333,Provider333,Cafe,500000333,Street 333,Tel Aviv
334,Provider334,Cafe,500000334,Street 334,Jerusalem
335,Provider335,Hotel,500000335,Street 335,Eilat
336,Provider336,Hotel,500000336,Street 336,Haifa
337,Provider337,Cafe,500000337,Street 337,Haifa
338,Provider338,Hotel,500000338,Street 338,Ashdod
339,Provider339,Restaurant,500000339,Street 339,Eilat
340,Provider340,Hotel,500000340,Street 340,Ashdod
341,Provider341,Hotel,500000341,Street 341,Tel Aviv
342,Provider342,Restaurant,500000342,Street 342,Eilat
343,Provider343,Restaurant,500000343,Street 343,Eilat
344,Provider344,Restaurant,500000344,Street 344,Tel Aviv
345,Provider345,Cafe,500000345,Street 345,Eilat
346,Provider346,Cafe,500000346,Street 346,Haifa
347,Provider347,Cafe,500000347,Street 347,Jerusalem
348,Provider348,Cafe,500000348,Street 348,Eilat
349,Provider349,Cafe,500000349,Street 349,Eilat
350,Provider350,Cafe,500000350,Street 350,Tel Aviv
351,Provider351,Cafe,500000351,Street 351,Tel Aviv
352,Provider352,Hotel,500000352,Street 352,Ashdod
353,Provider353,Restaurant,500000353,Street 353,Jerusalem
354,Provider354,Restaurant,500000354,Street 354,Tel Aviv
355,Provider355,Hotel,500000355,Street 355,Tel Aviv
356,Provider356,Restaurant,500000356,Street 356,Haifa
357,Provider357,Restaurant,500000357,Street 357,Tel Aviv
358,Provider358,Hotel,500000358,Street 358,Haifa
359,Provider359,Restaurant,500000359,Street 359,Haifa
360,Provider360,Cafe,500000360,Street 360,Tel Aviv
361,Provider361,Hotel,500000361,Street 361,Haifa
362,Provider362,Cafe,500000362,Street 362,Jerusalem
363,Provider363,Cafe,500000363,Street 363,Haifa
364,Provider364,Hotel,500000364,Street 364,Ashdod
365,Provider365,Hotel,500000365,Street 365,Tel Aviv
366,Provider366,Restaurant,500000366,Street 366,Jerusalem
367,Provider367,Restaurant,500000367,Street 367,Ashdod
368,Provider368,Restaurant,500000368,Street 368,Jerusalem
369,Provider369,Hotel,500000369,Street 369,Eilat
370,Provider370,Cafe,500000370,Street 370,Haifa
371,Provider371,Restaurant,500000371,Street 371,Ashdod
372,Provider372,Hotel,500000372,Street 372,Haifa
373,Provider373,Restaurant,500000373,Street 373,Jerusalem
374,Provider374,Hotel,500000374,Street 374,Ashdod
375,Provider375,Restaurant,500000375,Street 375,Ashdod
376,Provider376,Restaurant,500000376,Street 376,Jerusalem
377,Provider377,Hotel,500000377,Street 377,Eilat
378,Provider378,Hotel,500000378,Street 378,Jerusalem
379,Provider379,Restaurant,500000379,Street 379,Ashdod
380,Provider380,Hotel,500000380,Street 380,Jerusalem
381,Provider381,Restaurant,500000381,Street 381,Eilat
382,Provider382,Cafe,500000382,Street 382,Tel Aviv
383,Provider383,Cafe,500000383,Street 383,Jerusalem
384,Provider384,Hotel,500000384,Street 384,Eilat
385,Provider385,Hotel,500000385,Street 385,Haifa
386,Provider386,Cafe,500000386,Street 386,Haifa
387,Provider387,Hotel,500000387,Street 387,Ashdod
388,Provider388,Hotel,500000388,Street 388,Jerusalem
389,Provider389,Hotel,500000389,Street 389,Ashdod
390,Provider390,Cafe,500000390,Street 390,Eilat
391,Provider391,Cafe,500000391,Street 391,Ashdod
392,Provider392,Cafe,500000392,Street 392,Jerusalem
393,Provider393,Restaurant,500000393,Street 393,Tel Aviv
394,Provider394,Cafe,500000394,Street 394,Eilat
395,Provider395,Restaurant,500000395,Street 395,Eilat
396,Provider396,Hotel,500000396,Street 396,Ashdod
397,Provider397,Hotel,500000397,Street 397,Eilat
398,Provider398,Cafe,500000398,Street 398,Tel Aviv
399,Provider399,Cafe,500000399,Street 399,Jerusalem
400,Provider400,Restaurant,500000400,Street 400,Eilat
401,Provider401,Restaurant,500000401,Street 401,Jerusalem
402,Provider402,Cafe,500000402,Street 402,Jerusalem
403,Provider403,Cafe,500000403,Street 403,Ashdod
404,Provider404,Hotel,500000404,Street 404,Jerusalem
405,Provider405,Hotel,500000405,Street 405,Tel Aviv
406,Provider406,Hotel,500000406,Street 406,Haifa
407,Provider407,Restaurant,500000407,Street 407,Haifa
408,Provider408,Hotel,500000408,Street 408,Eilat
409,Provider409,Cafe,500000409,Street 409,Ashdod
410,Provider410,Restaurant,500000410,Street 410,Eilat
411,Provider411,Hotel,500000411,Street 411,Eilat
412,Provider412,Cafe,500000412,Street 412,Tel Aviv
413,Provider413,Restaurant,500000413,Street 413,Jerusalem
414,Provider414,Restaurant,500000414,Street 414,Eilat
415,Provider415,Hotel,500000415,Street 415,Haifa
416,Provider416,Cafe,500000416,Street 416,Ashdod
417,Provider417,Cafe,500000417,Street 417,Eilat
418,Provider418,Hotel,500000418,Street 418,Ashdod
419,Provider419,Cafe,500000419,Street 419,Eilat
420,Provider420,Hotel,500000420,Street 420,Ashdod
421,Provider421,Cafe,500000421,Street 421,Jerusalem
422,Provider422,Hotel,500000422,Street 422,Eilat
423,Provider423,Cafe,500000423,Street 423,Jerusalem
424,Provider424,Cafe,500000424,Street 424,Haifa
425,Provider425,Restaurant,500000425,Street 425,Haifa
426,Provider426,Cafe,500000426,Street 426,Tel Aviv
427,Provider427,Hotel,500000427,Street 427,Ashdod
428,Provider428,Hotel,500000428,Street 428,Haifa
429,Provider429,Restaurant,500000429,Street 429,Haifa
430,Provider430,Hotel,500000430,Street 430,Eilat
431,Provider431,Cafe,500000431,Street 431,Ashdod
432,Provider432,Hotel,500000432,Street 432,Ashdod
433,Provider433,Cafe,500000433,Street 433,Tel Aviv
434,Provider434,Restaurant,500000434,Street 434,Jerusalem
435,Provider435,Restaurant,500000435,Street 435,Jerusalem
436,Provider436,Restaurant,500000436,Street 436,Jerusalem
437,Provider437,Restaurant,500000437,Street 437,Ashdod
438,Provider438,Restaurant,500000438,Street 438,Jerusalem
439,Provider439,Restaurant,500000439,Street 439,Tel Aviv
440,Provider440,Hotel,500000440,Street 440,Jerusalem
441,Provider441,Hotel,500000441,Street 441,Haifa
442,Provider442,Hotel,500000442,Street 442,Eilat
443,Provider443,Restaurant,500000443,Street 443,Tel Aviv
444,Provider444,Hotel,500000444,Street 444,Jerusalem
445,Provider445,Cafe,500000445,Street 445,Eilat
446,Provider446,Cafe,500000446,Street 446,Jerusalem
447,Provider447,Restaurant,500000447,Street 447,Tel Aviv
448,Provider448,Cafe,500000448,Street 448,Eilat
449,Provider449,Restaurant,500000449,Street 449,Tel Aviv
450,Provider450,Cafe,500000450,Street 450,Eilat
451,Provider451,Restaurant,500000451,Street 451,Ashdod
452,Provider452,Hotel,500000452,Street 452,Tel Aviv
453,Provider453,Restaurant,500000453,Street 453,Haifa
454,Provider454,Hotel,500000454,Street 454,Jerusalem
455,Provider455,Restaurant,500000455,Street 455,Haifa
456,Provider456,Restaurant,500000456,Street 456,Ashdod
457,Provider457,Cafe,500000457,Street 457,Ashdod
458,Provider458,Hotel,500000458,Street 458,Ashdod
459,Provider459,Restaurant,500000459,Street 459,Ashdod
460,Provider460,Cafe,500000460,Street 460,Eilat
461,Provider461,Cafe,500000461,Street 461,Jerusalem
462,Provider462,Hotel,500000462,Street 462,Eilat
463,Provider463,Cafe,500000463,Street 463,Ashdod
464,Provider464,Hotel,500000464,Street 464,Tel Aviv
465,Provider465,Hotel,500000465,Street 465,Tel Aviv
466,Provider466,Restaurant,500000466,Street 466,Haifa
467,Provider467,Cafe,500000467,Street 467,Tel Aviv
468,Provider468,Restaurant,500000468,Street 468,Haifa
469,Provider469,Restaurant,500000469,Street 469,Ashdod
470,Provider470,Restaurant,500000470,Street 470,Haifa
471,Provider471,Restaurant,500000471,Street 471,Eilat
472,Provider472,Cafe,500000472,Street 472,Ashdod
473,Provider473,Cafe,500000473,Street 473,Jerusalem
474,Provider474,Restaurant,500000474,Street 474,Haifa
475,Provider475,Cafe,500000475,Street 475,Jerusalem
476,Provider476,Hotel,500000476,Street 476,Eilat
477,Provider477,Restaurant,500000477,Street 477,Haifa
478,Provider478,Cafe,500000478,Street 478,Ashdod
479,Provider479,Hotel,500000479,Street 479,Haifa
480,Provider480,Cafe,500000480,Street 480,Tel Aviv
481,Provider481,Hotel,500000481,Street 481,Haifa
482,Provider482,Hotel,500000482,Street 482,Haifa
483,Provider483,Cafe,500000483,Street 483,Haifa
484,Provider484,Restaurant,500000484,Street 484,Tel Aviv
485,Provider485,Restaurant,500000485,Street 485,Jerusalem
486,Provider486,Hotel,500000486,Street 486,Ashdod
487,Provider487,Cafe,500000487,Street 487,Eilat
488,Provider488,Restaurant,500000488,Street 488,Eilat
489,Provider489,Hotel,500000489,Street 489,Jerusalem
490,Provider490,Hotel,500000490,Street 490,Eilat
491,Provider491,Cafe,500000491,Street 491,Ashdod
492,Provider492,Hotel,500000492,Street 492,Eilat
493,Provider493,Cafe,500000493,Street 493,Tel Aviv
494,Provider494,Hotel,500000494,Street 494,Tel Aviv
495,Provider495,Cafe,500000495,Street 495,Jerusalem
496,Provider496,Hotel,500000496,Street 496,Jerusalem
497,Provider497,Restaurant,500000497,Street 497,Tel Aviv
498,Provider498,Restaurant,500000498,Street 498,Ashdod
499,Provider499,Hotel,500000499,Street 499,Tel Aviv
500,Provider500,Hotel,500000500,Street 500,Jerusalem
501,Provider501,Hotel,500000501,Street 501,Tel Aviv
502,Provider502,Restaurant,500000502,Street 502,Eilat
503,Provider503,Hotel,500000503,Street 503,Eilat
504,Provider504,Cafe,500000504,Street 504,Haifa
505,Provider505,Hotel,500000505,Street 505,Eilat
506,Provider506,Hotel,500000506,Street 506,Eilat
