ItemID,ItemName,Price,Category,ProviderID
520,Tea,101,Food,179
521,Burger,26,Drink,441
522,Pizza,68,Food,576
523,Coffee,134,Drink,349
524,Juice,21,Drink,918
525,Salad,141,Food,724
526,Burger,122,Drink,986
527,Pizza,37,Food,844
528,Burger,139,Food,172
529,Pizza,62,Drink,161
530,Tea,123,Drink,751
531,Pizza,49,Drink,343
532,Salad,41,Food,450
533,Steak,11,Food,855
534,Fish,97,Drink,518
535,Salad,31,Drink,382
536,Steak,102,Food,156
537,Steak,68,Food,822
538,Steak,115,Drink,920
539,Fish,142,Drink,967
540,Burger,123,Food,789
541,Burger,142,Food,87
542,Juice,90,Drink,791
543,Salad,121,Food,403
544,Burger,48,Food,647
545,Tea,117,Drink,908
546,Tea,90,Drink,9
547,Tea,145,Food,718
548,Steak,124,Food,909
549,Fish,98,Drink,795
550,Coffee,87,Food,38
551,Juice,109,Food,533
552,Tea,64,Food,524
553,Tea,143,Drink,776
554,Salad,15,Food,912
555,Tea,71,Drink,744
556,Steak,139,Food,750
557,Burger,105,Drink,643
558,Juice,41,Food,775
559,Pizza,124,Drink,587
560,Burger,126,Drink,242
561,Coffee,99,Drink,292
562,Salad,106,Food,108
563,Juice,142,Food,843
564,Juice,126,Food,151
565,Steak,115,Food,95
566,Burger,118,Food,488
567,Coffee,124,Food,379
568,Steak,142,Drink,893
569,Tea,137,Drink,451
570,Fish,116,Food,148
571,Salad,134,Drink,133
572,Pizza,64,Drink,485
573,Burger,50,Drink,944
574,Pizza,114,Food,124
575,Juice,84,Food,536
576,Salad,40,Drink,313
577,Juice,87,Drink,498
578,Burger,46,Food,803
579,Steak,22,Drink,911
580,Tea,65,Food,839
581,Fish,10,Food,561
582,Juice,27,Food,428
583,Fish,89,Drink,922
584,Juice,106,Drink,855
585,Salad,45,Drink,780
586,Fish,124,Food,888
587,Juice,32,Drink,397
588,Coffee,111,Drink,554
589,Burger,123,Drink,662
590,Pizza,52,Food,586
591,Tea,41,Food,198
592,Burger,143,Food,769
593,Fish,138,Food,124
594,Salad,14,Drink,806
595,Coffee,72,Drink,87
596,Juice,112,Food,504
597,Burger,97,Drink,185
598,Steak,16,Drink,392
599,Tea,33,Food,102
600,Salad,83,Food,188
601,Tea,32,Food,315
602,Steak,53,Food,630
603,Juice,56,Food,731
604,Burger,86,Drink,102
605,Juice,46,Drink,915
606,Juice,76,Drink,965
607,Pizza,23,Food,246
608,Coffee,136,Drink,973
609,Pizza,78,Food,326
610,Fish,114,Food,496
611,Burger,114,Food,936
612,Burger,78,Food,253
613,Salad,87,Drink,457
614,Pizza,138,Food,802
615,Salad,105,Food,801
616,Coffee,147,Drink,985
617,Fish,20,Food,833
618,Fish,84,Food,1
619,Burger,133,Drink,613
620,Tea,107,Drink,863
621,Coffee,140,Drink,47
622,Salad,146,Food,308
623,Pizza,111,Food,851
624,Salad,81,Drink,216
625,Juice,97,Drink,771
626,Fish,79,Food,679
627,Juice,97,Food,471
628,Juice,14,Food,662
629,Burger,131,Food,924
630,Burger,54,Drink,570
631,Fish,110,Food,807
632,Pizza,147,Food,914
633,Fish,41,Drink,996
634,Steak,101,Drink,182
635,Burger,41,Drink,380
636,Coffee,123,Food,227
637,Burger,81,Drink,197
638,Pizza,87,Food,240
639,Fish,102,Food,288
640,Fish,63,Food,201
641,Steak,38,Drink,583
642,Fish,53,Food,676
643,Salad,26,Food,764
644,Pizza,42,Drink,956
645,Coffee,143,Drink,197
646,Burger,146,Drink,698
647,Fish,10,Drink,657
648,Burger,92,Drink,865
649,Steak,80,Food,697
650,Fish,136,Drink,530
651,Burger,67,Food,285
652,Steak,146,Drink,324
653,Burger,110,Food,343
654,Pizza,16,Food,707
655,Steak,29,Food,202
656,Salad,94,Drink,65
657,Pizza,17,Drink,443
658,Burger,95,Drink,254
659,Pizza,131,Food,982
660,Juice,23,Drink,533
661,Coffee,28,Drink,783
662,Pizza,124,Food,88
663,Burger,18,Drink,321
664,Pizza,42,Food,942
665,Fish,24,Drink,626
666,Steak,26,Food,694
667,Burger,23,Drink,871
668,Steak,112,Food,633
669,Steak,69,Food,465
670,Steak,128,Drink,902
671,Pizza,96,Food,465
672,Juice,59,Food,106
673,Burger,27,Food,927
674,Salad,140,Drink,364
675,Steak,133,Drink,191
676,Coffee,45,Food,62
677,Salad,89,Drink,526
678,Juice,89,Food,151
679,Fish,89,Drink,299
680,Juice,12,Food,59
681,Coffee,139,Food,433
682,Juice,60,Food,656
683,Coffee,27,Drink,194
684,Fish,129,Drink,873
685,Juice,86,Drink,337
686,Salad,36,Drink,898
687,Burger,136,Food,943
688,Burger,67,Food,478
689,Coffee,71,Drink,753
690,Juice,106,Food,410
691,Salad,11,Drink,11
692,Pizza,101,Food,569
693,Pizza,46,Drink,451
694,Coffee,102,Food,999
695,Burger,60,Food,291
696,Salad,66,Drink,737
697,Salad,96,Food,183
698,Coffee,15,Food,864
699,Tea,35,Food,852
700,Salad,107,Food,347
701,Coffee,88,Drink,246
702,Juice,105,Food,964
703,Steak,26,Food,148
704,Salad,58,Food,546
705,Steak,105,Drink,614
706,Steak,72,Food,782
707,Coffee,147,Drink,809
708,Salad,93,Food,55
709,Tea,42,Drink,215
710,Pizza,130,Food,172
711,Steak,140,Drink,511
712,Fish,55,Drink,730
713,Juice,144,Drink,733
714,Fish,131,Drink,596
715,Steak,19,Food,225
716,Coffee,125,Food,406
717,Coffee,88,Drink,911
718,Steak,50,Drink,261
719,Pizza,44,Food,303
720,Fish,142,Drink,236
721,Burger,129,Drink,437
722,Fish,129,Drink,419
723,Juice,137,Drink,280
724,Steak,16,Food,453
725,Coffee,77,Food,368
726,Pizza,85,Food,805
727,Tea,68,Food,122
728,Pizza,102,Food,560
729,Coffee,95,Food,692
730,Juice,74,Drink,764
731,Tea,58,Food,876
732,Tea,12,Drink,289
733,Juice,113,Drink,842
734,Burger,130,Food,887
735,Steak,68,Food,741
736,Coffee,131,Food,529
737,Fish,128,Drink,811
738,Pizza,90,Food,440
739,Steak,63,Drink,461
740,Burger,105,Food,592
741,Salad,88,Food,512
742,Juice,96,Food,430
743,Steak,113,Drink,334
744,Burger,18,Food,158
745,Juice,110,Drink,210
746,Steak,26,Drink,193
747,Fish,37,Drink,584
748,Fish,87,Food,176
749,Pizza,55,Food,847
750,Fish,16,Food,204
751,Pizza,108,Drink,211
752,Coffee,84,Food,466
753,Burger,104,Food,176
754,Juice,115,Drink,161
755,Pizza,43,Drink,490
756,Pizza,109,Food,134
757,Coffee,89,Drink,838
758,Fish,50,Drink,602
759,Coffee,138,Drink,283
760,Coffee,11,Food,457
761,Pizza,112,Food,539
762,Juice,135,Drink,474
763,Burger,33,Drink,662
764,Fish,98,Drink,401
765,Salad,116,Food,184
766,Steak,127,Drink,933
767,Salad,34,Drink,716
768,Burger,71,Food,281
769,Tea,27,Food,931
770,Fish,115,Food,378
771,Pizza,36,Drink,420
772,Fish,52,Drink,213
773,Burger,128,Food,75
774,Fish,107,Drink,764
775,Steak,59,Drink,39
776,Burger,74,Food,727
777,Salad,93,Drink,497
778,Fish,27,Food,562
779,Coffee,122,Food,483
780,Tea,51,Food,859
781,Burger,35,Food,302
782,Pizza,146,Drink,173
783,Pizza,12,Drink,158
784,Fish,101,Food,222
785,Burger,146,Food,453
786,Burger,143,Food,400
787,Tea,123,Food,613
788,Burger,22,Drink,786
789,Coffee,73,Drink,931
790,Coffee,61,Food,17
791,Steak,17,Food,346
792,Coffee,26,Food,982
793,Pizza,52,Food,46
794,Steak,141,Food,836
795,Juice,92,Food,640
796,Coffee,148,Drink,962
797,Steak,40,Food,219
798,Pizza,101,Drink,178
799,Burger,112,Drink,13
800,Steak,64,Drink,226
801,Pizza,81,Drink,45
802,Pizza,65,Drink,309
803,Fish,36,Food,258
804,Pizza,93,Drink,695
805,Salad,95,Food,651
806,Juice,133,Food,344
807,Burger,124,Drink,524
808,Coffee,138,Food,239
809,Burger,41,Drink,243
810,Steak,72,Food,62
811,Salad,105,Drink,304
812,Coffee,48,Drink,210
813,Burger,70,Drink,757
814,Juice,44,Drink,326
815,Burger,143,Drink,664
816,Tea,16,Food,868
817,Juice,97,Food,211
818,Burger,73,Food,623
819,Steak,143,Drink,188
820,Fish,11,Food,891
821,Fish,27,Food,54
822,Salad,62,Food,94
823,Salad,150,Food,242
824,Pizza,119,Drink,319
825,Salad,60,Food,435
826,Salad,73,Drink,293
827,Fish,61,Drink,884
828,Fish,30,Drink,408
829,Steak,52,Drink,452
830,Steak,139,Drink,779
831,Salad,133,Food,781
832,Steak,119,Food,778
833,Tea,147,Food,567
834,Salad,75,Drink,475
835,Tea,126,Drink,385
836,Fish,28,Drink,140
837,Fish,60,Food,939
838,Coffee,11,Food,883
839,Juice,135,Drink,948
840,Steak,111,Drink,394
841,Fish,88,Food,419
842,Burger,41,Drink,955
843,Salad,59,Drink,981
844,Tea,99,Drink,651
845,Juice,24,Drink,949
846,Steak,73,Food,490
847,Burger,102,Food,715
848,Salad,76,Drink,967
849,Salad,75,Food,617
850,Salad,13,Food,790
851,Pizza,108,Drink,724
852,Pizza,142,Food,898
853,Steak,52,Drink,259
854,Tea,138,Drink,601
855,Tea,115,Food,112
856,Juice,46,Drink,767
857,Coffee,111,Drink,7
858,Salad,135,Food,100
859,Pizza,116,Drink,671
860,Tea,120,Food,181
861,Juice,57,Food,203
862,Fish,56,Food,462
863,Coffee,57,Food,61
864,Salad,59,Drink,924
865,Steak,122,Food,890
866,Salad,30,Drink,88
867,Steak,41,Drink,66
868,Juice,17,Food,490
869,Fish,35,Food,63
870,Tea,11,Food,100
871,Coffee,143,Food,385
872,Tea,134,Drink,776
873,Juice,119,Drink,380
874,Juice,90,Food,964
875,Juice,112,Drink,626
876,Burger,101,Drink,826
877,Pizza,10,Drink,892
878,Steak,45,Food,617
879,Pizza,145,Drink,974
880,Coffee,104,Drink,634
881,Fish,141,Drink,677
882,Coffee,10,Drink,18
883,Juice,21,Drink,695
884,Fish,69,Drink,410
885,Pizza,99,Drink,962
886,Fish,35,Drink,301
887,Coffee,46,Food,131
888,Fish,32,Drink,853
889,Fish,53,Drink,978
890,Pizza,133,Food,250
891,Coffee,53,Food,109
892,Steak,17,Food,952
893,Juice,108,Drink,226
894,Tea,131,Food,682
895,Salad,146,Drink,93
896,Juice,67,Food,660
897,Juice,106,Drink,670
898,Steak,69,Food,266
899,Pizza,84,Food,115
900,Pizza,97,Food,763
901,Pizza,104,Food,874
902,Juice,107,Food,319
903,Burger,147,Food,868
904,Steak,118,Drink,790
905,Juice,42,Food,110
906,Steak,12,Drink,324
907,Salad,85,Food,512
908,Fish,47,Drink,150
909,Burger,91,Drink,515
910,Pizza,80,Drink,647
911,Coffee,136,Drink,722
912,Steak,25,Drink,157
913,Coffee,67,Food,946
914,Salad,134,Drink,307
915,Salad,15,Drink,346
916,Steak,131,Drink,776
917,Steak,110,Food,541
918,Tea,82,Food,718
919,Steak,34,Food,332
920,Burger,87,Drink,671
921,Salad,45,Drink,713
922,Fish,84,Food,215
923,Coffee,60,Food,371
924,Pizza,47,Drink,974
925,Steak,53,Food,99
926,Juice,131,Food,968
927,Burger,40,Drink,608
928,Steak,48,Drink,251
929,Burger,40,Food,407
930,Fish,87,Food,669
931,Steak,32,Drink,886
932,Steak,80,Drink,377
933,Burger,40,Food,85
934,Pizza,135,Food,24
935,Fish,80,Food,814
936,Salad,108,Drink,661
937,Steak,86,Food,102
938,Juice,26,Food,416
939,Burger,110,Drink,66
940,Pizza,63,Food,186
941,Salad,11,Drink,820
942,Juice,41,Food,132
943,Coffee,51,Food,576
944,Tea,18,Food,128
945,Tea,103,Food,434
946,Burger,73,Drink,48
947,Tea,146,Drink,144
948,Fish,90,Drink,621
949,Coffee,35,Food,243
950,Burger,58,Food,307
951,Coffee,44,Food,606
952,Juice,81,Food,747
953,Steak,29,Drink,267
954,Steak,51,Drink,468
955,Pizza,75,Drink,963
956,Salad,147,Food,73
957,Tea,59,Drink,578
958,Salad,117,Food,324
959,Steak,107,Food,988
960,Coffee,29,Drink,128
961,Pizza,150,Drink,68
962,Juice,32,Drink,932
963,Juice,79,Food,890
964,Coffee,80,Food,101
965,Steak,66,Drink,975
966,Pizza,41,Food,540
967,Tea,135,Food,542
968,Juice,82,Drink,623
969,Pizza,22,Food,326
970,Steak,56,Drink,826
971,Steak,132,Food,266
972,Burger,141,Food,674
973,Salad,46,Drink,582
974,Tea,23,Drink,725
975,Coffee,117,Drink,188
976,Fish,100,Drink,515
977,Tea,80,Drink,534
978,Coffee,88,Food,971
979,Tea,114,Drink,866
980,Pizza,30,Food,748
981,Coffee,33,Food,590
982,Burger,31,Drink,568
983,Fish,12,Drink,694
984,Salad,132,Drink,528
985,Pizza,113,Food,632
986,Coffee,11,Drink,720
987,Juice,72,Food,622
988,Fish,53,Food,180
989,Pizza,103,Food,527
990,Juice,23,Drink,508
991,Steak,53,Drink,994
992,Pizza,96,Food,852
993,Pizza,84,Drink,495
994,Tea,77,Food,3
995,Steak,65,Drink,952
996,Burger,128,Drink,59
997,Juice,11,Drink,337
998,Tea,100,Food,6
999,Juice,57,Drink,364
1000,Burger,35,Drink,504
